40920	8.326976	0.953952	인기많음
14488	7.153469	1.673904	보통
26052	1.441871	0.805124	별로
75136	13.147394	0.428964	별로
38344	1.669788	0.134296	별로
72993	10.141740	1.032955	별로
35948	6.830792	1.213192	인기많음
42666	13.276369	0.543880	인기많음
67497	8.631577	0.749278	별로
35483	12.273169	1.508053	인기많음
50242	3.723498	0.831917	별로
63275	8.385879	1.669485	별로
5569	4.875435	0.728658	보통
51052	4.680098	0.625224	별로
77372	15.299570	0.331351	별로
43673	1.889461	0.191283	별로
61364	7.516754	1.269164	별로
69673	14.239195	0.261333	별로
15669	0.000000	1.250185	보통
28488	10.528555	1.304844	인기많음
6487	3.540265	0.822483	보통
37708	2.991551	0.833920	별로
22620	5.297865	0.638306	보통
28782	6.593803	0.187108	인기많음
19739	2.816760	1.686209	보통
36788	12.458258	0.649617	인기많음
5741	0.000000	1.656418	보통
28567	9.968648	0.731232	인기많음
6808	1.364838	0.640103	보통
41611	0.230453	1.151996	별로
36661	11.865402	0.882810	인기많음
43605	0.120460	1.352013	별로
15360	8.545204	1.340429	인기많음
63796	5.856649	0.160006	별로
10743	9.665618	0.778626	보통
70808	9.778763	1.084103	별로
72011	4.932976	0.632026	별로
5914	2.216246	0.587095	보통
14851	14.305636	0.632317	인기많음
33553	12.591889	0.686581	인기많음
44952	3.424649	1.004504	별로
17934	0.000000	0.147573	보통
27738	8.533823	0.205324	인기많음
29290	9.829528	0.238620	인기많음
42330	11.492186	0.263499	인기많음
36429	3.570968	0.832254	별로
39623	1.771228	0.207612	별로
32404	3.513921	0.991854	별로
27268	4.398172	0.975024	별로
5477	4.276823	1.174874	보통
14254	5.946014	1.614244	보통
68613	13.798970	0.724375	별로
41539	10.393591	1.663724	인기많음
7917	3.007577	0.297302	보통
21331	1.031938	0.486174	보통
8338	4.751212	0.064693	보통
5176	3.692269	1.655113	보통
18983	10.448091	0.267652	인기많음
68837	10.585786	0.329557	별로
13438	1.604501	0.069064	보통
48849	3.679497	0.961466	별로
12285	3.795146	0.696694	보통
7826	2.531885	1.659173	보통
5565	9.733340	0.977746	보통
10346	6.093067	1.413798	보통
1823	7.712960	1.054927	보통
9744	11.470364	0.760461	인기많음
16857	2.886529	0.934416	보통
39336	10.054373	1.138351	인기많음
65230	9.972470	0.881876	별로
2463	2.335785	1.366145	보통
27353	11.375155	1.528626	인기많음
16191	0.000000	0.605619	보통
12258	4.126787	0.357501	보통
42377	6.319522	1.058602	별로
25607	8.680527	0.086955	인기많음
77450	14.856391	1.129823	별로
58732	2.454285	0.222380	별로
46426	7.292202	0.548607	인기많음
32688	8.745137	0.857348	인기많음
64890	8.579001	0.683048	별로
8554	2.507302	0.869177	보통
28861	11.415476	1.505466	인기많음
42050	4.838540	1.680892	별로
32193	10.339507	0.583646	인기많음
64895	6.573742	1.151433	별로
2355	6.539397	0.462065	보통
0	2.209159	0.723567	보통
70406	11.196378	0.836326	별로
57399	4.229595	0.128253	별로
41732	9.505944	0.005273	인기많음
11429	8.652725	1.348934	인기많음
75270	17.101108	0.490712	별로
5459	7.871839	0.717662	보통
73520	8.262131	1.361646	별로
40279	9.015635	1.658555	인기많음
21540	9.215351	0.806762	인기많음
17694	6.375007	0.033678	보통
22329	2.262014	1.022169	별로
46570	5.677110	0.709469	별로
42403	11.293017	0.207976	인기많음
33654	6.590043	1.353117	별로
9171	4.711960	0.194167	보통
28122	8.768099	1.108041	인기많음
34095	11.502519	0.545097	인기많음
1774	4.682812	0.578112	보통
40131	12.446578	0.300754	인기많음
13994	12.908384	1.657722	인기많음
77064	12.601108	0.974527	별로
11210	3.929456	0.025466	보통
6122	9.751503	1.182050	인기많음
15341	3.043767	0.888168	보통
44373	4.391522	0.807100	별로
28454	11.695276	0.679015	인기많음
63771	7.879742	0.154263	별로
9217	5.613163	0.933632	보통
69076	9.140172	0.851300	별로
24489	4.258644	0.206892	별로
